INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 22, N'2024-02-13 08:00:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 10, N'2024-02-13 10:01:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 7, N'2024-02-13 10:02:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 31, N'2024-02-13 10:03:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 20, N'2024-02-13 10:04:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 36, N'2024-02-13 10:05:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 35, N'2024-02-13 10:06:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 32, N'2024-02-13 10:07:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 20, N'2024-02-13 10:08:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 5, N'2024-02-13 10:09:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 20, N'2024-02-13 10:10:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 19, N'2024-02-13 10:11:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 14, N'2024-02-13 10:12:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 12, N'2024-02-13 10:13:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 8, N'2024-02-13 10:14:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 33, N'2024-02-13 10:15:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 21, N'2024-02-13 10:16:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 5, N'2024-02-13 10:17:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 38, N'2024-02-13 10:18:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 10, N'2024-02-13 10:19:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 35, N'2024-02-13 10:20:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 18, N'2024-02-13 10:21:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 27, N'2024-02-13 10:22:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 26, N'2024-02-13 10:23:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 1, N'2024-02-13 10:24:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 2, N'2024-02-13 10:25:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 40, N'2024-02-13 10:26:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 16, N'2024-02-13 10:27:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 40, N'2024-02-13 10:28:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 6, N'2024-02-13 10:29:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 34, N'2024-02-13 10:30:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 24, N'2024-02-13 10:31:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 11, N'2024-02-13 10:32:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 24, N'2024-02-13 10:33:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 10, N'2024-02-13 10:34:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 39, N'2024-02-13 10:35:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 38, N'2024-02-13 10:36:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 23, N'2024-02-13 10:37:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 7, N'2024-02-13 10:38:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 27, N'2024-02-13 10:39:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 40, N'2024-02-13 10:40:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 19, N'2024-02-13 10:41:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 32, N'2024-02-13 10:42:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 19, N'2024-02-13 10:43:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 34, N'2024-02-13 10:44:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 21, N'2024-02-13 10:45:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 16, N'2024-02-13 10:46:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 20, N'2024-02-13 10:47:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 5, N'2024-02-13 10:48:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 35, N'2024-02-13 10:49:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 23, N'2024-02-13 10:50:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 0, N'2024-02-13 10:51:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 3, N'2024-02-13 10:52:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 1, N'2024-02-13 10:53:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 39, N'2024-02-13 10:54:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 32, N'2024-02-13 10:55:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 6, N'2024-02-13 10:56:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 6, N'2024-02-13 10:57:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 29, N'2024-02-13 10:58:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 22, N'2024-02-13 10:59:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 21, N'2024-02-13 11:00:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 15, N'2024-02-13 11:01:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 2, N'2024-02-13 11:02:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 15, N'2024-02-13 11:03:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 20, N'2024-02-13 11:04:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 3, N'2024-02-13 11:05:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 1, N'2024-02-13 11:06:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 0, N'2024-02-13 11:07:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 14, N'2024-02-13 11:08:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 17, N'2024-02-13 11:09:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 7, N'2024-02-13 11:10:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 21, N'2024-02-13 11:11:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 10, N'2024-02-13 11:12:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 19, N'2024-02-13 11:13:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 9, N'2024-02-13 11:14:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 15, N'2024-02-13 11:15:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 2, N'2024-02-13 11:16:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 25, N'2024-02-13 11:17:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 34, N'2024-02-13 11:18:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 27, N'2024-02-13 11:19:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 15, N'2024-02-13 11:20:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 11, N'2024-02-13 11:21:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 31, N'2024-02-13 11:22:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 20, N'2024-02-13 11:23:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 20, N'2024-02-13 11:24:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 28, N'2024-02-13 11:25:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 26, N'2024-02-13 11:26:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 37, N'2024-02-13 11:27:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 31, N'2024-02-13 11:28:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 39, N'2024-02-13 11:29:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 6, N'2024-02-13 11:30:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 36, N'2024-02-13 11:31:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 19, N'2024-02-13 11:32:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 11, N'2024-02-13 11:33:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 21, N'2024-02-13 11:34:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 16, N'2024-02-13 11:35:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 30, N'2024-02-13 11:36:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 7, N'2024-02-13 11:37:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 38, N'2024-02-13 11:38:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 34, N'2024-02-13 11:39:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 10, N'2024-02-13 11:40:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 24, N'2024-02-13 11:41:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 30, N'2024-02-13 11:42:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 0, N'2024-02-13 11:43:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 24, N'2024-02-13 11:44:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 20, N'2024-02-13 11:45:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 17, N'2024-02-13 11:46:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 30, N'2024-02-13 11:47:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 31, N'2024-02-13 11:48:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 13, N'2024-02-13 11:49:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 15, N'2024-02-13 11:50:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 4, N'2024-02-13 11:51:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 4, N'2024-02-13 11:52:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 11, N'2024-02-13 11:53:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 38, N'2024-02-13 11:54:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 5, N'2024-02-13 11:55:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 15, N'2024-02-13 11:56:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 39, N'2024-02-13 11:57:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 18, N'2024-02-13 11:58:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 5, N'2024-02-13 11:59:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (2, 30, N'2024-02-13 12:00:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 29, N'2024-02-13 12:00:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 31, N'2024-02-13 12:01:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 12, N'2024-02-13 12:02:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 28, N'2024-02-13 12:03:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 0, N'2024-02-13 12:04:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 15, N'2024-02-13 12:05:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 31, N'2024-02-13 12:06:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 6, N'2024-02-13 12:07:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 29, N'2024-02-13 12:08:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 25, N'2024-02-13 12:09:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 15, N'2024-02-13 12:10:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 7, N'2024-02-13 12:11:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 18, N'2024-02-13 12:12:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 20, N'2024-02-13 12:13:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 28, N'2024-02-13 12:14:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 18, N'2024-02-13 12:15:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 10, N'2024-02-13 12:16:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 8, N'2024-02-13 12:17:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 14, N'2024-02-13 12:18:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 2, N'2024-02-13 12:19:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 17, N'2024-02-13 12:20:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 27, N'2024-02-13 12:21:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 0, N'2024-02-13 12:22:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 27, N'2024-02-13 12:23:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 23, N'2024-02-13 12:24:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 32, N'2024-02-13 12:25:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 28, N'2024-02-13 12:26:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 22, N'2024-02-13 12:27:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 1, N'2024-02-13 12:28:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 26, N'2024-02-13 12:29:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 1, N'2024-02-13 12:30:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 1, N'2024-02-13 12:31:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 29, N'2024-02-13 12:32:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 1, N'2024-02-13 12:33:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 32, N'2024-02-13 12:34:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 35, N'2024-02-13 12:35:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 27, N'2024-02-13 12:36:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 3, N'2024-02-13 12:37:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 33, N'2024-02-13 12:38:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 24, N'2024-02-13 12:39:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 17, N'2024-02-13 12:40:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 15, N'2024-02-13 12:41:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 8, N'2024-02-13 12:42:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 30, N'2024-02-13 12:43:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 37, N'2024-02-13 12:44:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 33, N'2024-02-13 12:45:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 38, N'2024-02-13 12:46:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 13, N'2024-02-13 12:47:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 19, N'2024-02-13 12:48:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 40, N'2024-02-13 12:49:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 4, N'2024-02-13 12:50:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 27, N'2024-02-13 12:51:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 9, N'2024-02-13 12:52:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 32, N'2024-02-13 12:53:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 28, N'2024-02-13 12:54:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 31, N'2024-02-13 12:55:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 17, N'2024-02-13 12:56:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 19, N'2024-02-13 12:57:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 20, N'2024-02-13 12:58:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 3, N'2024-02-13 12:59:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 2, N'2024-02-13 13:00:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 39, N'2024-02-13 13:01:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 10, N'2024-02-13 13:02:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 3, N'2024-02-13 13:03:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 11, N'2024-02-13 13:04:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 33, N'2024-02-13 13:05:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 13, N'2024-02-13 13:06:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 26, N'2024-02-13 13:07:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 6, N'2024-02-13 13:08:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 12, N'2024-02-13 13:09:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 6, N'2024-02-13 13:10:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 20, N'2024-02-13 13:11:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 23, N'2024-02-13 13:12:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 15, N'2024-02-13 13:13:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 13, N'2024-02-13 13:14:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 35, N'2024-02-13 13:15:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 5, N'2024-02-13 13:16:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 11, N'2024-02-13 13:17:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 32, N'2024-02-13 13:18:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 14, N'2024-02-13 13:19:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 18, N'2024-02-13 13:20:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 25, N'2024-02-13 13:21:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 14, N'2024-02-13 13:22:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 24, N'2024-02-13 13:23:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 3, N'2024-02-13 13:24:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 12, N'2024-02-13 13:25:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 27, N'2024-02-13 13:26:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 18, N'2024-02-13 13:27:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 4, N'2024-02-13 13:28:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 16, N'2024-02-13 13:29:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 16, N'2024-02-13 13:30:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 27, N'2024-02-13 13:31:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 11, N'2024-02-13 13:32:00')
INSERT INTO [dbo].[Mesure] ([IdChannel], [valeur], [dateHeure]) VALUES (1, 11, N'2024-02-13 13:33:00')
